,party,sentence,sentence_coal,score
5850,spd,"windkraft und sonne sind unsere energiequellen, unterstützt durch eine saubere wasserstoffwirtschaft.",für die windenergie an land sollen zwei prozent der landesflächen ausgewiesen werden.,0.6513779
5851,spd,diese industriestrategie wird in verbindung mit dem european green deal in eine gesamteuropäische lösung eingebettet sein.,die im rahmen der eu bereits bestehende plastikabgabe wird wie in anderen europäischen ländern auf die hersteller und inverkehrbringer umgelegt.,0.65129125
5852,spd,wir stärken die kommunen bei der einrichtung und beim betreiben der integrierten medizinischen versorgungszentren.,maßnahmen des strukturstärkungsgesetzes wie zum beispiel das vorhaben universitätsmedizin cottbus werden vorgezogen bzw. beschleunigt.,0.65128803
5853,spd,"die selbstbestimmung und digitale mündigkeit der bürger*innen ist unser leitbild, damit die digitalisierung allen zugutekommen kann.",146 wir wollen die friedliche nutzung des weltraums und des cyber-raums.,0.6512255
5854,spd,"wir sehen jedoch auch, dass europas beziehungen zu russland immer wieder rückschlägen ausgesetzt sind.",die deutsch-russischen beziehungen sind tief und vielfältig.,0.65109724
5855,spd,das instrument des qualifizierten mietspiegels wollen wir bundesweit nach einheitlichen und damit rechtssicheren kriterien ausgestalten und seine bedeutung stärken.,"wir werden auf europäischer und internationaler ebene eine faire, wissenschaftsbasierte ermittlung und zuteilung der fangquoten einfordern.",0.650844
5856,spd,wir werden die wissenschaftliche und gesichtsdidaktische aufbereitung der zeitzeugenberichte und des quellenmaterials zur ns-zeit besser unterstützen.,wir werden die festgeschriebenen standorte der außenstellen des stasi-unterlagen-archivs qualitativ entwickeln.,0.650803
5857,spd,"damit vom pfleger bis zur niedergelassenen ärztin alle die digitale transformation bewältigen können, sind flächendeckende weiterbildungs- und unterstützungsangebote unerlässlich.",im rahmen des regelmäßigen umtauschs des klassischen schwerbehindertenausweises wird dieser auf den digitalen teilhabeausweis umgestellt.,0.6507234
5858,spd,wir werden den zugang verbessern und mehr sicherheit im bedarfsfall schaffen.,"wir 44 verbessern die rechtsvorschriften zum schutz vor bränden und technischen störungen in ställen, unter berücksichtigung von angemessenen übergangsfristen.",0.65072215
5859,spd,"wir werden die gesetzlichen, personellen und finanziellen rahmenbedingungen weiter so verbessern, dass die jobcenter und ihre beschäftigten diesem auftrag nachkommen können.",wir verbessern den schutz von beschäftigten bei grenzüberschreitenden entsendungen und 71 bauen bürokratische hürden ab.,0.6505289
5860,spd,dafür werden wir den periodischen sicherheitsbericht wieder regelmäßig erarbeiten lassen.,dazu werden wir das monitoring der versorgungssicherheit mit strom und wärme zu einem echten stresstest weiterentwickeln.,0.6505018
5861,spd,wir wollen die lohn- und arbeitsbedingungen in der altenpflege und pflege von menschen mit behinderung schnell verbessern.,in der stationären langzeitpflege beschleunigen wir den ausbau der personalbemessungsverfahren.,0.6504777
5862,spd,deshalb werden wir die finanzierung der kinder- und jugendmedizin neu strukturieren.,"wir novellieren das „gesetz zur stärkung der vor-ort-apotheken“, um pharmazeutische dienstleistungen besser zu honorieren und effizienzgewinne innerhalb des finanzierungssystems zu nutzen.",0.6504738
5863,spd,"an knotenpunkten werden wir die einrichtung von barrierefreien mobilitätsstationen für nachhaltige urbane mobilität fördern, damit möglichst viele vom auto auf umweltfreundliche verkehrsmittel umsteigen.","innovative technik zur lärmvermeidung, so für neue güterwagen, werden wir bis zur markteinführung unterstützen.",0.650449
5864,spd,wie wir wissenschaft und forschung innovativ und zukunftsfähig halten . . . . . . . . . . . . . . . . . . .,"moderner staat, digitaler aufbruch und innovationen .......................................................................",0.6503339
5865,spd,"frauen und paare, die sich in einer konfliktsituation für einen schwangerschaftsabbruch entscheiden, brauchen zugang zu informationen und einer wohnortnahen, guten medizinischen versorgung – das gilt ambulant wie stationär.","wir aktualisieren das konzept zur fortentwicklung der qualifizierung von ärztinnen und ärzten, um auch medikamentöse schwangerschaftsabbrüche leichter verfügbar zu machen.",0.65031046
5866,spd,"nun wollen wir auch ein gesetz zur rückverfolgung auf dem weltmarkt gehandelter güter auf europäischer ebene verankern, mit verbindlichen und sanktionsbewehrten regeln, zugang zu gerichten in europa und entschädigung der opfer.",wir bekämpfen den menschenhandel zum zweck der sexuellen ausbeutung mit einem nationalen aktionsplan und einer unabhängigen monitoringstelle zur umsetzung der europaratskonvention.,0.65028375
5867,spd,auf grundlage der vereinbarungen von oslo ist und bleibt für uns das ziel die friedliche koexistenz zweier souveräner und lebensfähiger staaten im rahmen einer verhandlungslösung.,hierzu wird der bund mit der region bonn sowie den ländern nordrhein-westfalen und rheinland-pfalz eine vertragliche zusatzvereinbarung abschließen.,0.6501259
5868,spd,dies soll durch bundeskontingente möglich gemacht und damit auch die bereitschaft vieler kommunen im rahmen der initiative „sichere häfen“ aufgegriffen werden.,die daraus erzielten umschichtungspotenziale und unerwartete finanzielle spielräume sind prioritär für die projekte des koalitionsvertrages einzusetzen.,0.65003294
5869,spd,> 36 3.6 bezahlbares wohnen . . . . . . . . . . . . . . . . . . . . . .,65 arbeit .................................................................................................................................................,0.64992595
5870,spd,deshalb verbessern wir deren mitbestimmung.,die warnstrukturen verbessern wir und bauen den „warn-mix“ aus.,0.649717
5871,spd,frauen sollen daran einen relevanten anteil haben.,sie brauchen zeit und anerkennung.,0.6497154
5872,spd,eine lebenswerte zukunft . . . . . . . . . . . . . . . . . . .,"chancen für kinder, starke familien und beste bildung ein leben lang ...........................................",0.64966077
5873,spd,"wir werden ein bundesprogramm barrierefreiheit initiieren, das über entsprechende ressourcen verfügen muss.",die förderprogramme sollen bedarfsgerecht und flexibel ausgestattet und dynamisch fortgeschrieben werden.,0.649634
5874,spd,das silodenken der politischen ebenen und ressorts wollen wir überwinden und innovativ regierungsprojekte in plattformen organisieren.,übergangslösungen sollen beendet und bürokratische hemmnisse abgebaut werden.,0.649406
5875,spd,"für das miteinander stärken wir die integrations- und sprachkurse für alle zugewanderten menschen in deutschland, zu denen sie – ungeachtet ihrer staatsangehörigkeit und ihres aufenthaltsstatus – von tag eins an zugang haben sollen.","neben dem bestehenden einwanderungsrecht werden wir mit der einführung einer chancenkarte auf basis eines punktesystems eine zweite säule etablieren, um arbeitskräften zur jobsuche den gesteuerten zugang zum deutschen arbeitsmarkt zu ermöglichen.",0.64938176
5876,spd,"den verlagen werden wir dabei helfen, die transformation ins digitale erfolgreich zu bewältigen.",dazu führen wir u. a. einen digitalen gebäuderessourcenpass ein.,0.64927256
5877,spd,deshalb werden wir auch insbesondere kleinbäuerliche und agrarökologische landwirtschaft fördern.,47  die züchtung von klimarobusten pflanzensorten wollen wir unterstützen.,0.6491333
5878,spd,"ein erster schritt dorthin ist für uns, für pflegebedürftige mit kleinen und mittleren einkommen den eigenanteil zu deckeln, damit pflege für sie bezahlbar bleibt.",wir unterstützen den bedarfsgerechten ausbau der tages- und nachtpflege sowie insbesondere der solitären kurzzeitpflege.,0.64910716
5879,spd,zusammenhalt wählen wir haben vieles erreicht in der regierungskoalition.,"der koalitionsausschuss besteht aus ständigen vertreterinnen und vertretern der drei koalitionspartner, darunter die parteivorsitzenden, der bundeskanzler und die spitzen der regierung, der chef des bundeskanzleramtes sowie die vorsitzenden der koalitionsfraktionen im deutschen bundestag.",0.6489804
5880,spd,"wir wollen, dass europa auch beim klimaschutz vorreiter wird.",wasserschutz gemeinsam mit den ländern setzen wir die eu-wasserrahmenrichtlinie zum schutz des wassers als öffentliches gut konsequent und zügig um.,0.6489404
5881,spd,"wir setzen uns für ein neu geordnetes wettbewerbs- und beihilferecht ein, das wettbewerbsnachteile gegenüber anderen großen wirtschaftsräumen verringert.",wettbewerbsnachteile für kleinere banken wollen wir abbauen.,0.64884794
5882,spd,"wir werden die gesetzlichen, personellen und finanziellen rahmenbedingungen weiter so verbessern, dass die jobcenter und ihre beschäftigten diesem auftrag nachkommen können.","deswegen werden wir das ortskräfteverfahren so reformieren, dass gefährdete ortskräfte und ihre engsten familienangehörigen durch unbürokratische verfahren in sicherheit kommen.",0.6488295
5883,spd,"hierfür werden wir das regelwerk erweitern, die nachhaltigkeitsziele der vereinten nationen einbeziehen sowie die durchsetzungsmöglichkeiten verbessern.",wir werden die ressortübergreifende evaluierung der verwendung der oda-mittel stärken.,0.6488045
5884,spd,"weiter ausbauen und hierüber präventionsprojekte auf bundes-, landes und kommunaler ebene fördern.","kulturförderung die neustart-programme führen wir zunächst fort, um den übergang nach der pandemie abzusichern.",0.64870465
5885,spd,dafür weiten wir die förderansprüche aus und streben eine schrittweise rückkehr zum vollzuschuss an.,dezember 2020 und werden entsprechend die vorschläge prüfen.,0.64864343
5886,spd,"auf der basis des fairen umgangs miteinander werden wir die zusammenarbeit in bereichen weiterentwickeln, die bisher nicht geregelt sind.",das versöhnungsabkommen mit namibia kann der auftakt zu einem gemeinsamen prozess der aufarbeitung sein.,0.6486069
5887,spd,"nutzerdaten müssen geschützt sein und die nutzer*innen müssen darüber bestimmen können, was mit ihren daten geschieht.","angesichts der gegenwärtigen rechtlichen unsicherheit, des bevorstehenden urteils des europäischen gerichtshofs und der daraus resultierenden sicherheitspolitischen herausforderungen werden wir die regelungen zur vorratsdatenspeicherung so ausgestalten, dass daten rechtssicher anlassbezogen und durch richterlichen beschluss gespeichert werden können.",0.6484743
5888,spd,"wir werden durch eine besondere förderung der haushaltsnahen dienstleistungen die vereinbarkeit von familie und beruf verbessern, älteren menschen helfen, möglichst lange in der eigenen wohnung zu leben, schwarzarbeit bekämpfen und den personen, die bislang ohne sozialversicherung in den privaten haushalten arbeiten, eine absicherung bei arbeitsunfällen oder krankheit geben.","unter federführung des bundesministeriums für frauen, senioren, familie und jugend soll dazu eine ressortübergreifende arbeitsgruppe eingesetzt werden.",0.64840204
5889,spd,"für diejenigen, die besonders viel verdienen, halten wir zudem an dem aufschlag von drei prozentpunkten zur einkommensteuer fest.",zudem werden wir den steuerpflichtigen rentenanteil ab 2023 nur noch um einen halben prozentpunkt steigen.,0.64826983
5890,spd,zur besseren sozialen sicherung von freischaffenden künstler*innen werden wir mindestgagen und ausstellungshonorare fest etablieren.,während der corona-pandemie hat sich die besondere bedeutung der künstlersozialkasse für die soziale absicherung von kreativen und kulturschaffenden bewährt.,0.6479805
5891,spd,zukunft sichern ein kurzer blick in die zukunft: spätestens 2045 werden wir klimaneutral wirtschaften.,200 gw bis 2030.,0.6479749
5892,spd,"dazu gehört auch, die deutsche einheit zu vollenden und das ungleichgewicht zwischen metropole und peripherie, zwischen traditionellen industrieregionen und neuen boom-zonen, zwischen stadt und land zu reduzieren.",für die wertschöpfung dieser deutschen schlüsselindustrie ist die regionale transformation der kmu ebenso von zentraler bedeutung.,0.6475948
5893,spd,die kriterien zur regelsatzermittlung werden wir weiterentwickeln und betroffene und sozialverbände mit einbeziehen.,die ergebnisse des evaluationsauftrags zum dualen studium werden wir zügig mit allen relevanten akteuren beraten.,0.6475436
5894,spd,unsere soldat*innen verdienen die bestmögliche ausrüstung und den höchsten grad an ausbildung.,die umfassende betreuung und fürsorge von soldatinnen und soldaten und deren angehörigen wird weiter ausgebaut.,0.6473952
5895,spd,"um die belastungen für kinder und jugendliche vor allem in kinderschutz- oder familienrechtsverfahren so gering wie möglich zu halten, setzen wir uns für eine kindersensible justiz ein.","widerspricht die mutter, so muss das familiengericht über die gemeinsame sorge entscheiden.",0.6473611
5896,spd,wir unterstützen das mittel der umlagen bzw.,"entscheidung sterbehilfe wir begrüßen, wenn durch zeitnahe fraktionsübergreifende anträge das thema sterbehilfe einer entscheidung zugeführt wird.",0.64725304
5897,spd,"wir setzen uns dafür ein, dass aus dem wiederaufbaufonds und der in der krise gestärkten europäischen solidarität ein dauerhafter integrationsfortschritt wird.","next generation eu (ngeu) ist ein zeitlich und in der höhe begrenztes instrument und wir wollen, dass mit dem wiederaufbauprogramm ein schneller und zukunftsgerichteter aufschwung nach der krise in ganz europa gelingt.",0.6471036
5898,spd,die regelungen für den familiennachzug zu subsidiär schutzberechtigten wollen wir daher wieder an die für flüchtlinge angleichen.,"einem an sich bestehenden anspruch auf erteilung einer aufenthaltserlaubnis steht ein laufendes asylverfahren nicht entgegen, sofern bei einreise die voraussetzungen für die aufenthaltserlaubnis bereits vorlagen.",0.6470285
5899,spd,"wir werden präventionsketten und netzwerke für kinder und jugendliche aller altersgruppen schaffen, in denen jugendhilfe und gesundheitsdienst, bildungs- und gesundheitseinrichtungen, öffentliche und freie träger, sportvereine und verbände, polizei und familiengerichte auf kommunaler ebene verbindlich zusammenwirken.","im anschluss an das corona-aufholpaket werden wir die situation für kinder und jugendliche mit einem zukunftspaket für bewegung, kultur und gesundheit schnell und wirksam verbessern.",0.6467939
5900,spd,zugleich werden wir die von uns maßgeblich mit unterstützten internationalen verhandlungen zur einführung einer effektiven mindestbesteuerung und einer fairen besteuerung so genannter digitalunternehmen zum abschluss bringen und in deutschland und europa umsetzen.,"29 einzelhandel der stationäre handel in deutschland braucht attraktive rahmenbedingungen, um im strukturwandel gegenüber dem reinen online-handel bestehen und von der digitalisierung profitieren zu können.",0.64674366
5901,spd,wir begreifen medienpolitik auf allen staatlichen ebenen als gesellschaftspolitik.,wir stehen für eine diskriminierungsfreie kultur- und medienpolitik.,0.6465727
5902,spd,"wir werden die entwicklung von esports in deutschland weiter unterstützen, beispielsweise dadurch, dass er gemeinnützig wird.","wir werden die special olympics 2023 in berlin und die fußball-europameisterschaft der männer 2024 sowie zukünftige bewerbungen für sportgroßveranstaltungen aus deutschland wie olympische und paralympische spiele unterstützen, die von diesen grundsätzen getragen sind und die bevölkerung rechtzeitig einbeziehen.",0.6465125
5903,spd,die befristung von arbeitsverhältnissen ohne einen sachgrund werden wir abschaffen und die vom gesetz akzeptierten gründe für eine befristung kritisch überprüfen.,"um kettenbefristungen zu vermeiden, begrenzen wir mit sachgrund befristete arbeitsverträge beim selben arbeitgeber auf sechs jahre.",0.64635783
5904,spd,zudem müssen straftaten in diesem bereich konsequenter erfasst und geahndet werden.,zur sogenannten clankriminalität wird eine definitorische klärung herbeigeführt.,0.64633375
5905,spd,wir werden außerdem die mietpreisbremse entfristen und schlupflöcher schließen.,wir verlängern die mietpreisbremse bis zum jahre 2029.,0.64632
5906,spd,sicher leben . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,präambel...............................................................................................................................................,0.64627415
5907,spd,gut integrierten menschen ohne gesicherten aufenthalt wollen wir ein dauerhaftes bleiberecht ermöglichen.,"lebensjahr die möglichkeit für ein bleiberecht bekommen (§ 25a aufenthaltsgesetz, aufenthg).",0.64622647
5908,spd,wir wollen kultur als staatsziel im grundgesetz verankern.,"wir werden uns weiterhin der aufgabe stellen, ns-verfolgungsbedingt entzogene kulturgüter – entsprechend dem washingtoner abkommen – an die eigentümerinnen und eigentümer zurückzuführen.",0.6461125
5909,spd,daher gilt für uns: die finanzierung der in diesem zukunftsprogramm formulierten schwerpunkte stellen wir sicher.,wir bekennen uns zur notwendigkeit auch von technischen negativemissionen und werden eine langfriststrategie zum umgang mit den etwa 5 prozent unvermeidbaren restemissionen erarbeiten.,0.6460517
5910,spd,wir werden die unterstützung von strukturschwachen regionen durch die gemeinschaftsaufgabe verbesserung der regionalen wirtschaftsstruktur (grw) verstetigen.,wir wollen die förderung an strukturschwäche ausrichten.,0.64604646
5911,spd,dies soll regelmäßig geprüft und zertifiziert werden.,für it- beschaffungen des bundes werden zertifizierungen wie z.,0.6459955
5912,spd,"das system der fallpauschalen werden wir auf den prüfstand stellen, die pauschalen überarbeiten und wo nötig abschaffen.","das identifizieren, melden und schließen von sicherheitslücken in einem verantwortlichen verfahren, z.",0.64590406
5913,spd,die erfahrung dieser krise wird sich ins kollektive gedächtnis einschreiben.,den umgang mit opfern und hinterbliebenen von terroranschlägen und katastrophen nationaler tragweite wollen wir empathischer und würdiger gestalten.,0.6458954
5914,spd,wir wollen bestehende hürden bei einbürgerungen abschaffen und hierfür auch die geltende regelaufenthaltsdauer von bisher acht jahren verkürzen.,"unser ziel ist es, die verfahrensdauer mindestens zu halbieren.",0.64567494
5915,spd,"die bildungszeiten werden wir mit einer finanziellen förderung ausgestalten, die lohneinbußen während der weiterbildung oder umschulung angemessen kompensiert – und zwar lange genug, um anerkannte abschlüsse zu erwerben.","bei beruflicher qualifizierung erhalten sgb ii- und iii-leistungsberechtigte ein zusätzliches, monatliches weiterbildungsgeld von 150 euro, sodass ein wirksamer anreiz zur weiterbildung entsteht.",0.64565796
5916,spd,die schuldnerberatung werden wir stärken.,"wir werden umgehend prüfen, wie die transparenz beim kredit-scoring zugunsten der betroffenen erhöht werden kann.",0.6456578
5917,spd,daher gilt für uns: die finanzierung der in diesem zukunftsprogramm formulierten schwerpunkte stellen wir sicher.,"auch werden wir dafür sorgen, dass verwaltungsgerichte 140 durch qualitativ hochwertige entscheidungen des bamf entlastet werden.",0.64554507
5918,spd,"denen, die gegen die krise ansparen wollen und alle lebensbereiche den gesetzen des marktes unterwerfen wollen, setzen wir zentrale zukunftsmissionen mit konkreten investitionsschwerpunkten entgegen.","wir wollen planziele definieren, um verlässlich und schnell personal sowie finanzielle mittel für zivile krisenprävention bereitstellen zu können.",0.64552337
5919,spd,dabei sollten tarifvertraglich vereinbarte kollektive altersversorgungsformen bevorzugt werden.,wir begrüßen tariflich vereinbarte ausgleichsfonds.,0.6453806
5920,spd,zudem sollen private streitschlichtungsmechanismen abgeschafft und durch öffentliche gerichte ersetzt werden.,"b. durch missbräuchliche klagen (strategic lawsuits against public participation, slapp) unterstützen.",0.6452158
5921,spd,ebenso wollen wir den einsatz von dünger und pestiziden reduzieren.,"wir wollen lärmbelastungen durch den verkehr reduzieren, setzen uns für eine reduzierung von mutwilligem lärm ein und sorgen für mehr aktiven und passiven lärmschutz.",0.6451887
5922,spd,"den verlagen werden wir dabei helfen, die transformation ins digitale erfolgreich zu bewältigen.","wir wollen mehr digitale elemente des führerscheinunterrichtes ermöglichen, die digitalisierung von fahrzeugdokumenten vorantreiben und das monopol bei der fahrerlaubnisprüfung unter wahrung geltender qualitätsstandards aufheben.",0.64495003
5923,spd,"gewalt und repression der sicherheitskräfte müssen beendet, alle politischen gefangenen freigelassen und demokratische neuwahlen unter der aufsicht der osze durchgeführt werden.","wir fordern ein unverzügliches ende der destabilisierungsversuche gegen die ukraine, der gewalt in der ostukraine und der völkerrechtswidrigen annexion der krim.",0.6449226
5924,spd,"weiter ausbauen und hierüber präventionsprojekte auf bundes-, landes und kommunaler ebene fördern.","wir werden die wasser-, sanitär- und hygieneversorgung (wash) ausbauen, die globale impfallianz ausreichend ausstatten und die bekämpfung von armutsassoziierten und vernachlässigten tropenkrankheiten intensivieren.",0.6448431
5925,spd,ohne bezahlbare wohnheimangebote ist für viele auszubildende und studierende eine erfolgreiche ausbildung nicht möglich.,"dort, wo pflegefachkräfte in ausbildung oder studium bisher keine ausbildungsvergütung erhalten, schließen wir regelungslücken.",0.6448132
5926,spd,"wir wollen die bemessungsgrenze zur erhebung der beiträge zur gesetzlichen kranken-, pflege-, renten- und arbeitslosenversicherung regelmäßig anpassen.",das intensivpflege- und rehabilitationsstärkungsgesetz (ipreg) soll darauf hin evaluiert und nötigenfalls nachgesteuert werden.,0.644776
5927,spd,die partnerschaft zwischen europa und afrika wollen wir politisch und wirtschaftlich deutlich ausbauen und auf ein neues level der zusammenarbeit heben.,die afrikanischen staaten und europa sind historisch eng miteinander verbunden.,0.64474255
5928,spd,mit dem ansteigen des co2-preises werden wir für weitere sozial gerechte ausgleichsmaßnahmen sorgen.,angesichts des derzeitigen preisniveaus durch nicht co2-preis-getriebene faktoren halten wir aus sozialen gründen am bisherigen behg-preispfad fest.,0.64462036
5929,spd,dafür weiten wir die förderansprüche aus und streben eine schrittweise rückkehr zum vollzuschuss an.,"zugleich muss der bund alle ressourcen bündeln und zielgerichtet einsetzen, um ab dem jahr 2023 wieder den verfassungsrechtlich gebotenen „normalpfad“ nach der schuldenregel erreichen zu können.",0.6444304
5930,spd,wir werden schlüsselindustrien auf ihrem weg zur klimaneutralität unterstützen und konkrete transformationsziele entwickeln und fördern.,"für einen langfristigen dialog zu den 30 zukunftsthemen der branche, klimaneutralität, digitalisierung, fachkräfte, etablieren wir eine „nationale plattform zukunft des tourismus“.",0.64420235
5931,spd,die ehe ist und bleibt dafür attraktiv.,die bafin muss als arbeitgeberin attraktiver werden.,0.64417154
5932,spd,"dafür werden wir eine attraktive, vergütete und schulgeldfreie ausbildung schaffen, für mehr ausbildungskapazitäten an fachschulen und in den studiengängen zur sozialen arbeit und kindheitspädagogik sorgen, mehr karriereoptionen für die fachkräfte schaffen und beschäftigungsverhältnisse anstreben, die eine eigenständige existenzsicherung ermöglichen.",für menschen in arbeitslosigkeit und grundsicherung fördern wir 67 vollqualifizierende ausbildungen bei der beruflichen weiterbildung unabhängig von ihrer dauer.,0.64414406
5933,spd,"wir setzen uns dafür ein, dass eine einheitliche ansprechstelle für arbeitgeber*innen kleiner und mittlerer unternehmen geschaffen wird, die bei fragen beispielsweise zu barrierefreiheit oder lohnzuschüssen berät.","wir ermöglichen einen vereinfachten, rechtssicheren zugang für startups und junge unternehmen zu öffentlichen aufträgen.",0.64412653
5934,spd,"die wachsende bedeutung chinas in der welt hat zur folge, dass eine globale antwort auf die ökonomischen, ökologischen, sozialen und politischen herausforderungen unserer zeit kaum ohne peking vorstellbar ist.","unsere erwartung an die chinesische außenpolitik ist, dass sie eine verantwortungsvolle rolle für frieden und stabilität in ihrer nachbarschaft spielt.",0.6440966
5935,spd,das instrument des qualifizierten mietspiegels wollen wir bundesweit nach einheitlichen und damit rechtssicheren kriterien ausgestalten und seine bedeutung stärken.,"wir verankern eine umweltqualitätsnorm für arzneimittelwirkstoffe im wasserrecht, um stoffeinträge differenziert beurteilen zu können.",0.6439157
5936,spd,mit der schaffung von bodenfonds unter einbeziehung bundeseigener grundstücke erhalten kommunen ein instrument für die nachhaltige stadtentwicklung und bezahlbaren wohnungsbau.,"dies erleichtert den kommunen, die kosten der unterkunft und heizung als regionalspezifische pauschalen auszuzahlen.",0.6437175
5937,spd,zentrale säulen der entwicklungsfinanzierung sind zusammengebrochen und finanzströme ausgetrocknet.,ihnen fehlt die finanzkraft für dringend notwendige investitionen.,0.64364713
5938,spd,dies soll durch bundeskontingente möglich gemacht und damit auch die bereitschaft vieler kommunen im rahmen der initiative „sichere häfen“ aufgegriffen werden.,in diesem zusammenhang wollen wir die aufnahme von hochgefährdeten menschen vereinfachen und einen sicheren antragsweg 147 gewährleisten.,0.6436178
5939,spd,bei begangenen straftaten müssen verfahren unmittelbar aufgenommen werden.,der zeitliche beginn der gesetzlichen genehmigungsfristen soll durch klare anforderungen an die antragsunterlagen gesichert werden.,0.6431463
5940,spd,überschuldeten privatpersonen werden wir besser aus einer nicht aus eigener kraft überwindbaren finanziellen not helfen.,dafür können von fall zu fall instrumente wie kreditermächtigungen und eigenkapitalstärkung genutzt werden.,0.64313734
5941,spd,"wir tun das, indem wir von unternehmen weltweit die einhaltung menschenrechtlicher und umweltbezogener sorgfaltspflichten entlang globaler lieferketten fordern.",vergabe und ausrichtung von internationalen sportgroßveranstaltungen sollen strikt an die beachtung der un-leitprinzipien für wirtschaft und menschenrechte und nachhaltigkeit geknüpft sein.,0.6430204
5942,spd,"autonome waffensysteme senken die schwelle für kriegerische handlungen, kernwaffen erleben ein comeback, digitaler fortschritt macht uns verwundbar für cyberangriffe.",hackbacks lehnen wir als mittel der 17 cyberabwehr grundsätzlich ab.,0.6426731
5943,spd,kapitel 2 seite > 10 seit anfang 2021 gilt im zuge des nationalen emissionshandels ein co2-preis.,"nach dem jahr 2025 wird die pauschalsteuer für emissionsfreie fahrzeuge (elektro) dann 0,5 prozent betragen.",0.64252484
5944,spd,wir stärken die kommunen bei der einrichtung und beim betreiben der integrierten medizinischen versorgungszentren.,"die bundeszentrale für gesundheitliche aufklärung geht in einem bundesinstitut für öffentliche gesundheit am bundesministerium für gesundheit auf, in dem die aktivitäten im public-health bereich, die vernetzung des ögd und die gesundheitskommunikation des bundes angesiedelt sind.",0.64246553
5945,spd,wir werden die nationalen aktionspläne im rahmen der open government partnership deutschlands umsetzen und weiterentwickeln.,"wir nehmen den prozess zur nationalen tourismusstrategie wieder auf, verbessern die koordinierung der tourismuspolitik, um den tourismusstandort deutschland nach der corona-krise nachhaltig, klimafreundlich, sozial gerecht und innovativ zu gestalten.",0.64243704
5946,spd,"deshalb werden wir ein funktionsfähiges europäisches asylsystem mit dem notwendigen gleichgewicht zwischen verantwortung und solidarität voranbringen, das eine reform des dublin- systems hin zu einem solidarischen verteilungsmechanismus beinhaltet und das recht auf asyl vollumfänglich wahrt und gewährt.","asylverfahren asylverfahren müssen fair, zügig und rechtssicher ablaufen.",0.6424043
5947,spd,"wir werden dazu beitragen, dass kommunale wohnbauflächen nicht veräußert werden, flächen zurückerworben werden und öffentliches bauland nur auf dem weg der erbpacht für den wohnungsbau zur verfügung gestellt wird.",die im dritten umsiedlungsabschnitt betroffenen dörfer im rheinischen revier wollen wir erhalten.,0.6422237
5948,spd,wir werden ihn vor investoren ohne agrarbezug schützen.,"solange der schutz des kernbereichs privater lebensgestaltung nicht sichergestellt ist, muss ihr einsatz unterbleiben.",0.6421918
5949,spd,den schienengüterverkehr wollen wir ausbauen und modernisieren.,ziel ist ein schneller markthochlauf.,0.6421677
5950,spd,wir werden unsere industrien sichern und die verlagerung von produktion und emissionen ins ausland durch maßgeschneiderte instrumente unattraktiver machen.,"dazu gehören der abbau von bürokratie, die prüfung von investitionsbezuschussungen für produktionsstätten, sowie die prüfung von zuschüssen zur gewährung der versorgungssicherheit.",0.64215624
5951,spd,"wir begrüßen die überlegungen zu einer europäischen medienplattform, die die qualitätsinhalte der öffentlich-rechtlichen medien europas für alle bürger*innen grenzüberschreitend zugänglich macht.","wir suchen den intensiven transatlantischen dialog zu datensouveränität, netzfreiheit und künstlicher intelligenz.",0.64208287
5952,spd,"die potenziale unserer wasserstraßen werden wir stärker nutzen, um mehr güterverkehr vom lkw auf die umweltfreundliche binnenschifffahrt zu verlagern.",vergabeverfahren werden wir beschleunigen unter der konsequenten einstufung des marine-unter- und überwasserschiffbaus sowie des behörden- und forschungsschiffbaus als schlüsseltechnologien inklusive der instandhaltung.,0.6420399
5953,spd,"dafür werden wir auf parlamentarischer ebene einen mechanismus einrichten, durch den neue programme, gesetze, vorhaben daraufhin überprüft werden, ob sie friedenspolitischen zielen widersprechen.",wir werden frühzeitige verfahrenskonferenzen in den behörden einführen.,0.6419437
5954,spd,> 36 3.6 bezahlbares wohnen . . . . . . . . . . . . . . . . . . . . . .,114 vielfalt .............................................................................................................................................,0.64186865
5955,spd,frauen sollen daran einen relevanten anteil haben.,"bei gegenständen, für die ein kleiner waffenschein erforderlich ist, soll dieser künftig auch beim erwerb vorgelegt werden müssen.",0.6416993
5956,spd,auch auf die öffentlichen haushalte.,wirtschaftsprüfung die wirtschaftsprüfung ist von großem öffentlichem interesse.,0.6416787
5957,spd,"um den einsatz erneuerbarer energien im verkehr und der gebäudewärme zu unterstützen („sektorenkopplung“), werden wir die eeg-umlage in der bestehenden form bis 2025 abschaffen und aus dem bundeshaushalt finanzieren.","die finanzierung übernimmt der ekf, der aus den einnahmen der emissionshandelssysteme (behg und ets) und einem zuschuss aus dem bundeshaushalt gespeist wird.",0.64156353
5958,spd,"dieser einsatz hat neue fragen aufgeworfen, die in einer umfassenden debatte zu berücksichtigen sind.","das gilt auch für fragen, die nicht gegenstand der vereinbarten politik sind.",0.6415483
5959,spd,"man läuft nicht mehr gefahr, aus der wohnung ausziehen zu müssen.","nicht jeder mensch, der zu uns kommt, kann bleiben.",0.64148754
